timestamp,open,high,low,close,volume,vwap
2020-07-15 00:00:00-04:00,416.57,417.32,402.23,409.09,10099623.0,409.3327
2020-07-16 00:00:00-04:00,400.6,408.2699,395.82,405.39,8624118.0,402.2828
2020-07-17 00:00:00-04:00,409.02,409.94,403.5101,408.06,6657116.0,407.3048
2020-07-20 00:00:00-04:00,410.97,421.25,406.27,420.43,7121271.0,415.4516
2020-07-21 00:00:00-04:00,420.52,422.3971,411.47,413.14,6941671.0,415.3402
2020-07-22 00:00:00-04:00,414.7,424.1,411.6623,417.55,9182271.0,418.1667
2020-07-23 00:00:00-04:00,418.0,421.88,401.25,405.19,10291532.0,410.7998
2020-07-24 00:00:00-04:00,395.0,414.59,391.08,407.78,11832300.0,405.9629
2020-07-27 00:00:00-04:00,409.29,417.67,408.71,416.86,7365157.0,414.4726
2020-07-28 00:00:00-04:00,414.97,415.28,408.37,408.62,6839780.0,411.6807
2020-07-29 00:00:00-04:00,415.632,420.65,413.88,418.62,7172645.0,418.2131
2020-07-30 00:00:00-04:00,415.0,424.9218,411.81,424.56,7784647.0,419.721
2020-07-31 00:00:00-04:00,422.53,430.66,417.32,424.59,9786164.0,422.2576
2020-08-03 00:00:00-04:00,429.3,443.95,428.61,440.41,10325456.0,438.0648
2020-08-04 00:00:00-04:00,442.0,449.11,436.2401,449.11,7758390.0,444.7068
2020-08-05 00:00:00-04:00,449.76,454.8672,446.65,451.47,6262493.0,451.3496
2020-08-06 00:00:00-04:00,453.99,454.32,447.15,453.42,6107892.0,451.4424
2020-08-07 00:00:00-04:00,452.5,460.19,441.5,447.98,8562899.0,450.837
2020-08-10 00:00:00-04:00,453.37,456.33,434.26,446.6,10694898.0,446.4465
2020-08-11 00:00:00-04:00,442.95,445.47,431.83,434.0,8862763.0,439.0601
2020-08-12 00:00:00-04:00,439.63,458.68,438.33,457.61,11623573.0,451.897
2020-08-13 00:00:00-04:00,461.84,468.87,454.23,457.72,9361489.0,461.1566
2020-08-14 00:00:00-04:00,461.2,468.19,457.62,462.56,9160904.0,461.9963
2020-08-17 00:00:00-04:00,474.05,496.39,472.6876,493.48,15532523.0,489.1154
2020-08-18 00:00:00-04:00,498.0,499.84,483.45,490.43,12583755.0,490.6655
2020-08-19 00:00:00-04:00,491.86,492.6,483.92,485.54,15565558.0,487.1473
2020-08-20 00:00:00-04:00,479.0,495.0,475.15,485.64,22834656.0,487.0921
2020-08-21 00:00:00-04:00,488.07,512.348,487.8064,507.34,24992138.0,502.6493
2020-08-24 00:00:00-04:00,515.35,516.5,500.3,508.81,12264105.0,508.0317
2020-08-25 00:00:00-04:00,505.23,510.45,502.95,510.0,7226920.0,507.174
2020-08-26 00:00:00-04:00,511.9694,514.7396,507.11,510.92,8031073.0,510.7157
2020-08-27 00:00:00-04:00,511.26,514.0,502.6573,505.13,7940073.0,508.4152
2020-08-28 00:00:00-04:00,506.9965,525.92,505.7,525.91,13428963.0,519.8062
2020-08-31 00:00:00-04:00,527.3114,543.0,521.51,534.98,12518905.0,533.3363
2020-09-01 00:00:00-04:00,539.2,559.75,537.46,552.84,12811849.0,551.0735
2020-09-02 00:00:00-04:00,588.15,589.0699,556.0,573.86,21850322.0,573.5252
2020-09-03 00:00:00-04:00,553.1454,555.38,515.15,520.62,23628151.0,530.4329
2020-09-04 00:00:00-04:00,511.35,527.0,468.19,504.9,36592071.0,494.6427
2020-09-08 00:00:00-04:00,469.38,502.0,468.17,476.52,19893237.0,486.3948
2020-09-09 00:00:00-04:00,496.0,512.37,489.27,508.6,18404957.0,503.5692
2020-09-10 00:00:00-04:00,519.57,522.61,486.68,492.47,17467111.0,504.4264
2020-09-11 00:00:00-04:00,499.42,506.1,475.83,486.58,15923172.0,489.819
2020-09-14 00:00:00-04:00,523.24,532.6,505.2457,514.89,30043624.0,518.4996
2020-09-15 00:00:00-04:00,531.2,531.95,513.11,519.64,18188914.0,520.1934
